[ 0.20106097  0.9078654   0.073579    0.00325397  0.01568643 -0.05511401  0.          0.        ]
[ 0.9722725   0.8399481   0.05162174 -0.00652059  0.19077086  0.07858004  0.          0.        ]
[-1.0007179e+00  1.4752034e+00 -1.1011592e-01  1.7071242e-02  7.8523945e-04 -2.1486519e-02  0.0000000e+00  0.0000000e+00]
[ 0.9313318   1.0093774  -0.07132526  0.0318756  -0.25190637 -0.11183552  0.          0.        ]
[ 0.6058712   1.003993   -0.08556647 -0.01501868 -0.00716902  0.01416024  0.          0.        ]
